x,y
5,0.2867091129010846
6,0.2828782468977366
7,0.28043079840260215
8,0.2786909493047975
9,0.2775982506292885
10,0.2769641304768011
11,0.27458208736190715
12,0.27475439528956963
13,0.2744416637988227
14,0.27374001955309163
15,0.2732046075687672
16,0.27272830638268863
17,0.2725064197683912
18,0.2718604718693421
19,0.27234352993516936
20,0.2719987456769875
21,0.27122860421017886
22,0.2712783669676724
23,0.2706341791437426
24,0.2710840435419161
25,0.2707919355634481
26,0.27023256068840673
27,0.27017250099444384
28,0.27026979248948463
29,0.27016052109150723
30,0.26976263262252853
31,0.26948055026638346
32,0.26993072869280554
33,0.269797525654546
34,0.2698608399287352
35,0.2694847454230266
36,0.2692633358644429
37,0.2692513950039975
38,0.2694818625097588
39,0.269264743457287
40,0.2691784263328016
41,0.2691288123919367
42,0.2691543098821277
43,0.2688837702265887
44,0.2689446323849384
45,0.2688211805371975
46,0.2687861546968553
47,0.2688628495365094
48,0.26885345837246005
49,0.2689668555455566
50,0.268586665150215
51,0.26894576059104647
52,0.2686903099243755
53,0.2685139806454107
54,0.268669299514316
55,0.26847149697784345
56,0.2682947939809658
57,0.26836601600679316
58,0.26839518566600584
59,0.2684086691437281
60,0.26831175399347995
61,0.26846250030100155
62,0.26826562494787415
63,0.26816986819497957
64,0.2683987890436899
65,0.26819622281519717
66,0.268030001001852
67,0.2680087165577161
68,0.26814260620979635
69,0.2680202897468491
70,0.2680941825659004
71,0.26819556088356583
72,0.26809035895898714
73,0.26808084507094415
74,0.2680492797972485
75,0.26810633402604217
76,0.26799619234286776
77,0.2679798159442976
78,0.26778307970660037
79,0.2680719750789953
80,0.267953261209505
81,0.26784171418305236
82,0.2678789192688588
83,0.2677151905930356
84,0.2678603160958644
85,0.2677862916123498
86,0.2678395362435517
