x,y
5,0.2811857975102213
6,0.28061773893923103
7,0.2841337878166008
8,0.27814151475626736
9,0.2795184902970717
10,0.27850784147441476
11,0.278263785155265
12,0.27850707040298706
13,0.2808724998419745
14,0.2794491597453191
15,0.2783447456558222
16,0.2785772528151238
17,0.27946105266094773
18,0.2776739845267968
19,0.27844038602855886
20,0.2781035561298988
21,0.27833091119613357
22,0.27593181029156144
23,0.27706985970213316
24,0.2770106860974582
25,0.27742958385359645
26,0.2794232455217174
27,0.27881558977034226
28,0.27780230329528055
29,0.27894069347334494
30,0.2762669303094059
31,0.27790943474322305
32,0.2784340783898683
33,0.2762360258437798
34,0.27642368261384176
35,0.2777962427064574
36,0.27621556938876257
37,0.2784054348092743
38,0.279524163023969
39,0.2789662404516894
40,0.27883711544057005
41,0.27680286930419384
42,0.27809159658201443
43,0.2777940424305675
44,0.27774940190256264
45,0.27683020648103934
46,0.2781253372259595
47,0.27704843512183325
48,0.277440542010339
49,0.27688932641362496
50,0.276502867847792
51,0.2773628964561649
52,0.2765413759355639
53,0.27763910205369013
54,0.27848029677216746
55,0.2759630924710532
56,0.2766095120995502
57,0.27708685745425937
58,0.2774111557035762
59,0.27730122966526577
60,0.27774420531097027
61,0.27772048523396065
62,0.2772102853216412
63,0.27688447494392826
64,0.27724403271601045
65,0.27719974244836665
66,0.2774897864252316
67,0.2768715946271537
68,0.2774850028248277
69,0.2776776015632062
70,0.27628399920996966
71,0.27764379873168415
72,0.27663120061572244
73,0.2765380036380607
74,0.277056787694539
75,0.276565758101626
76,0.27615216266265236
77,0.27699937155805554
78,0.2779647820388076
79,0.27749483912660017
80,0.27728435430596926
81,0.2773642804624758
82,0.27600260615857103
83,0.27745990366539625
84,0.2770105871981617
85,0.2770449371872222
86,0.27735533390946127
87,0.2773883523668537
88,0.2772954619168401
89,0.27652279842679434
90,0.27688590454056194
91,0.2768423503079321
92,0.27703439113110095
93,0.2767433050532363
94,0.27692667788852193
95,0.27690215472041035
96,0.275995928525958
97,0.27729315748091926
98,0.2774743739176363
99,0.2769919734724299
100,0.2774488629926071
101,0.27670114504925775
102,0.2764919025865584
103,0.27682621429187365
104,0.27625714487578695
105,0.2767724778265294
106,0.277334629478982
107,0.2773829214681859
108,0.2775697179517634
109,0.27658672878056134
110,0.2769389935627499
111,0.27733990762131716
112,0.27715101174440127
113,0.2761291521400027
114,0.2771774478534636
115,0.2768453034559806
116,0.27660968986446083
117,0.27627551269957923
118,0.27664542560582367
119,0.2773860241625816
120,0.2771854064308003
121,0.2774016306788866
122,0.2762179187088406
123,0.2770912497470147
124,0.27706313723359854
125,0.2756593730414673
126,0.27793575763885797
127,0.27743733226470546
128,0.2767208193163251
129,0.2774547652816928
130,0.2765130630790987
131,0.27626004017629824
132,0.2767564157919609
133,0.2762760832871399
134,0.27660639149145333
135,0.27726375326412955
