0|4.258097706922452
5|4.352501589998539
6|4.33713828200732
7|4.328033608450899
8|4.319392537327215
9|4.312114035205619
10|4.30752053675099
11|4.301312570838521
12|4.2987013767725095
13|4.294329958990577
14|4.292904077291474
15|4.290671742278046
16|4.29012075012431
17|4.2868230440780275
18|4.286095978012494
19|4.28557413500393
20|4.281726304276233
21|4.280978724426655
22|4.281039399540387
23|4.278907990409345
24|4.278554622410097
25|4.278537710114463
26|4.277264786544241
27|4.277380623097079
28|4.277614590834965
29|4.273930415028064
30|4.27551201028082
31|4.2728853697229505
32|4.274046456511017
33|4.274233459331019
34|4.272165462267
35|4.272878735305902
36|4.273424457249164
37|4.271568100839836
38|4.271508088694088
39|4.272547655591483
40|4.2718745364474415
41|4.270565892645584
42|4.27033391642811
43|4.269739829248601
44|4.270046077706026
45|4.270197433867841
46|4.269668371147697
47|4.269129309918326
48|4.269508995206899
49|4.269685705897956
50|4.269016894459979
51|4.268028951391923
52|4.268576059891402
53|4.267848218541191
54|4.268905629385685
55|4.267958412627439
56|4.26825471209205
57|4.268353312329961
58|4.267585505362502
59|4.2682246443815135
60|4.266885680328355
61|4.267468163636866
62|4.267295749108571
63|4.267506377994577
64|4.266079639836922
65|4.2666116006595995
66|4.266654586412156
67|4.266433241560593
68|4.266497666218149
69|4.266126735877632
70|4.266328358206026
71|4.266601438831237
72|4.266801803663992
73|4.266824454071991
74|4.266370433841548
75|4.266847509297746
76|4.265387524690672
77|4.265691887388272
78|4.265751152853665
79|4.266272794361831
80|4.265458356867541
81|4.265364688541977
82|4.265309533995958
83|4.2658951675393215
84|4.2653394513431575
85|4.265180019133444
86|4.265191780672042
87|4.264699877499227
88|4.265417249503336
89|4.265308776209953
90|4.265534435093382
91|4.265119436084451
92|4.2640563615652685
93|4.264916826175627
94|4.264702422453665
95|4.264685672438409
96|4.264696184756149
97|4.265351864084378
98|4.265125480710374
99|4.26509596917674
